step,ort_ref_loss,gvsoc_loss,abs_diff
1673,0.74276,0.742759,1e-06
1674,0.421626,0.421627,1e-06
1675,0.791896,0.791896,0.0
1676,0.0084,0.0084,0.0
1677,0.599384,0.599384,0.0
1678,0.046467,0.046467,0.0
1679,0.003031,0.003031,0.0
1680,0.003135,0.003135,0.0
1681,0.163144,0.163144,0.0
1682,0.00092,0.000919,1e-06
1683,0.03181,0.03181,0.0
1684,0.343281,0.343281,0.0
1685,0.002073,0.002073,0.0
1686,0.115503,0.115503,0.0
1687,0.039406,0.039406,0.0
1688,0.037246,0.037246,0.0
1689,0.01334,0.01334,0.0
1690,0.000279,0.000278,1e-06
1691,0.008827,0.008828,1e-06
1692,0.021174,0.021173,1e-06
1693,0.036687,0.036687,0.0
1694,0.0065,0.006501,1e-06
1695,0.221322,0.221322,0.0
1696,0.003715,0.003716,1e-06
1697,0.060098,0.060098,0.0
1698,0.079616,0.079616,0.0
1699,0.040113,0.040113,0.0
1700,0.002237,0.002237,0.0
1701,0.047513,0.047513,0.0
1702,0.143698,0.143698,0.0
1703,0.004936,0.004936,0.0
1704,0.094115,0.094115,0.0
1705,0.004373,0.004373,0.0
1706,0.02358,0.023581,1e-06
1707,0.022505,0.022505,0.0
1708,0.006778,0.006779,1e-06
1709,0.051134,0.051134,0.0
1710,1.127612,1.127613,1e-06
1711,0.008127,0.008127,0.0
1712,0.514532,0.514532,0.0
1713,0.008835,0.008835,0.0
1714,0.232745,0.232745,0.0
1715,0.020159,0.020159,0.0
1716,0.647256,0.647255,1e-06
1717,0.007222,0.007222,0.0
1718,0.340059,0.340059,0.0
1719,0.002411,0.002411,0.0
1720,0.558882,0.558882,0.0
1721,0.004045,0.004045,0.0
1722,9.4e-05,9.3e-05,1e-06
1723,0.338381,0.338381,0.0
1724,0.005836,0.005836,0.0
1725,0.002455,0.002455,0.0
1726,0.274662,0.274662,0.0
1727,0.741573,0.741572,1e-06
1728,0.445941,0.445941,0.0
1729,0.804183,0.804184,1e-06
1730,0.008095,0.008094,1e-06
1731,0.609309,0.609309,0.0
1732,0.047525,0.047525,0.0
1733,0.003754,0.003755,1e-06
1734,0.003128,0.003128,0.0
1735,0.15969,0.159689,1e-06
1736,0.000915,0.000916,1e-06
1737,0.031025,0.031025,0.0
1738,0.33856,0.33856,0.0
1739,0.002068,0.002069,1e-06
1740,0.113472,0.113472,0.0
1741,0.039339,0.03934,1e-06
1742,0.037561,0.037561,0.0
1743,0.013017,0.013017,0.0
1744,0.000276,0.000277,1e-06
1745,0.008678,0.008678,0.0
1746,0.021095,0.021095,0.0
1747,0.036743,0.036743,0.0
1748,0.006395,0.006395,0.0
1749,0.218656,0.218656,0.0
1750,0.004043,0.004043,0.0
1751,0.060143,0.060143,0.0
1752,0.079976,0.079976,0.0
1753,0.039809,0.039809,0.0
1754,0.002233,0.002233,0.0
1755,0.046514,0.046514,0.0
1756,0.140693,0.140693,0.0
1757,0.004791,0.004791,0.0
1758,0.09703,0.09703,0.0
1759,0.004246,0.004246,0.0
1760,0.023273,0.023273,0.0
1761,0.022562,0.022562,0.0
1762,0.006665,0.006664,1e-06
1763,0.051105,0.051105,0.0
1764,1.11478,1.114781,1e-06
1765,0.008007,0.008007,0.0
1766,0.528957,0.528956,1e-06
1767,0.008543,0.008543,0.0
1768,0.23284,0.23284,0.0
1769,0.020651,0.020651,0.0
1770,0.640211,0.640211,0.0
1771,0.007109,0.007109,0.0
1772,0.354454,0.354454,0.0
1773,0.002432,0.002432,0.0
1774,0.512305,0.512305,0.0
1775,0.004058,0.004058,0.0
1776,0.00011,0.00011,0.0
1777,0.31437,0.314371,1e-06
1778,0.005898,0.005898,0.0
1779,0.002452,0.002451,1e-06
1780,0.270436,0.270436,0.0
1781,0.745413,0.745413,0.0
1782,0.421707,0.421707,0.0
1783,0.775486,0.775487,1e-06
1784,0.008147,0.008147,0.0
1785,0.572953,0.572953,0.0
1786,0.047787,0.047787,0.0
1787,0.00309,0.00309,0.0
1788,0.003104,0.003104,0.0
1789,0.160627,0.160626,1e-06
1790,0.000913,0.000914,1e-06
1791,0.030969,0.030969,0.0
1792,0.332387,0.332386,1e-06
1793,0.002065,0.002065,0.0
1794,0.11222,0.112219,1e-06
1795,0.039363,0.039363,0.0
1796,0.037111,0.037111,0.0
1797,0.012838,0.012838,0.0
1798,0.000276,0.000277,1e-06
1799,0.008563,0.008563,0.0
1800,0.02088,0.02088,0.0
1801,0.036819,0.036819,0.0
1802,0.006296,0.006296,0.0
1803,0.215316,0.215316,0.0
1804,0.003589,0.003589,0.0
1805,0.059336,0.059337,1e-06
1806,0.0791,0.0791,0.0
1807,0.039824,0.039824,0.0
1808,0.002219,0.00222,1e-06
1809,0.045745,0.045745,0.0
1810,0.140741,0.14074,1e-06
1811,0.004652,0.004652,0.0
1812,0.092554,0.092555,1e-06
1813,0.004127,0.004127,0.0
1814,0.023074,0.023073,1e-06
1815,0.022499,0.022499,0.0
1816,0.006577,0.006577,0.0
1817,0.050334,0.050334,0.0
1818,1.101604,1.101604,0.0
1819,0.007881,0.007881,0.0
1820,0.507565,0.507564,1e-06
1821,0.008568,0.008568,0.0
1822,0.234117,0.234117,0.0
1823,0.01989,0.01989,0.0
1824,0.638974,0.638974,0.0
1825,0.006992,0.006992,0.0
1826,0.341001,0.341001,0.0
1827,0.002369,0.002369,0.0
1828,0.514425,0.514425,0.0
1829,0.004042,0.004042,0.0
1830,9.3e-05,9.3e-05,0.0
1831,0.334641,0.334641,0.0
1832,0.005954,0.005955,1e-06
1833,0.002446,0.002446,0.0
1834,0.266346,0.266346,0.0
1835,0.743494,0.743494,0.0
1836,0.445136,0.445137,1e-06
1837,0.788022,0.788023,1e-06
1838,0.007862,0.007862,0.0
1839,0.583265,0.583265,0.0
1840,0.048776,0.048777,1e-06
1841,0.003795,0.003795,0.0
1842,0.003093,0.003093,0.0
1843,0.157382,0.157382,0.0
1844,0.000909,0.000909,0.0
1845,0.030175,0.030175,0.0
1846,0.328222,0.328221,1e-06
1847,0.002062,0.002062,0.0
1848,0.110314,0.110314,0.0
1849,0.039285,0.039285,0.0
1850,0.037413,0.037414,1e-06
1851,0.012523,0.012523,0.0
1852,0.000274,0.000274,0.0
1853,0.008426,0.008427,1e-06
1854,0.020793,0.020793,0.0
1855,0.03682,0.03682,0.0
1856,0.0062,0.006199,1e-06
1857,0.212927,0.212927,0.0
1858,0.003899,0.003899,0.0
1859,0.059314,0.059314,0.0
1860,0.079468,0.079468,0.0
1861,0.039537,0.039537,0.0
1862,0.002215,0.002215,0.0
1863,0.044845,0.044846,1e-06
1864,0.137939,0.137938,1e-06
1865,0.004526,0.004526,0.0
1866,0.095372,0.095372,0.0
1867,0.004011,0.004012,1e-06
1868,0.022807,0.022807,0.0
1869,0.022556,0.022556,0.0
1870,0.006471,0.006471,0.0
1871,0.050314,0.050314,0.0
1872,1.090049,1.09005,1e-06
1873,0.007772,0.007772,0.0
1874,0.521586,0.521585,1e-06
1875,0.008294,0.008294,0.0
1876,0.233869,0.233869,0.0
1877,0.020356,0.020356,0.0
1878,0.632155,0.632155,0.0
1879,0.00689,0.00689,0.0
1880,0.354985,0.354985,0.0
1881,0.002386,0.002386,0.0
1882,0.472437,0.472437,0.0
1883,0.004053,0.004053,0.0
1884,0.000108,0.000108,0.0
1885,0.312316,0.312316,0.0
1886,0.006014,0.006014,0.0
1887,0.002442,0.002442,0.0
1888,0.262513,0.262513,0.0
1889,0.746495,0.746495,0.0
1890,0.420645,0.420645,0.0
1891,0.759968,0.759969,1e-06
1892,0.007916,0.007916,0.0
1893,0.548763,0.548763,0.0
1894,0.049013,0.049013,0.0
1895,0.003138,0.003139,1e-06
1896,0.003065,0.003065,0.0
1897,0.158508,0.158508,0.0
1898,0.000907,0.000907,0.0
1899,0.030081,0.030081,0.0
1900,0.322713,0.322713,0.0
1901,0.002061,0.002061,0.0
1902,0.109148,0.109148,0.0
1903,0.039297,0.039297,0.0
1904,0.036959,0.036959,0.0
1905,0.012343,0.012343,0.0
1906,0.000274,0.000274,0.0
1907,0.008322,0.008322,0.0
1908,0.020574,0.020574,0.0
1909,0.036847,0.036847,0.0
1910,0.006109,0.006109,0.0
1911,0.209874,0.209874,0.0
1912,0.00347,0.00347,0.0
1913,0.058489,0.058489,0.0
1914,0.078614,0.078614,0.0
1915,0.039562,0.039562,0.0
1916,0.002202,0.002202,0.0
1917,0.044163,0.044163,0.0
1918,0.138009,0.138009,0.0
1919,0.004404,0.004405,1e-06
1920,0.091068,0.091068,0.0
1921,0.003904,0.003904,0.0
1922,0.022641,0.022641,0.0
1923,0.022493,0.022493,0.0
1924,0.006392,0.006392,0.0
1925,0.049571,0.049571,0.0
1926,1.078027,1.078027,0.0
1927,0.007657,0.007657,0.0
1928,0.500776,0.500775,1e-06
1929,0.008324,0.008324,0.0
1930,0.2348,0.234799,1e-06
1931,0.019605,0.019605,0.0
1932,0.630907,0.630906,1e-06
1933,0.006783,0.006783,0.0
1934,0.341382,0.341383,1e-06
1935,0.002322,0.002322,0.0
1936,0.476183,0.476182,1e-06
1937,0.004035,0.004035,0.0
1938,9.3e-05,9.3e-05,0.0
1939,0.331292,0.331292,0.0
1940,0.006067,0.006067,0.0
1941,0.002437,0.002437,0.0
1942,0.258776,0.258776,0.0
1943,0.743943,0.743942,1e-06
1944,0.443208,0.443209,1e-06
1945,0.772682,0.772682,0.0
1946,0.007649,0.007648,1e-06
1947,0.559329,0.559329,0.0
1948,0.049938,0.049938,0.0
1949,0.003825,0.003824,1e-06
1950,0.00305,0.00305,0.0
1951,0.155436,0.155436,0.0
1952,0.000903,0.000902,1e-06
1953,0.029291,0.029291,0.0
1954,0.319008,0.319008,0.0
1955,0.002059,0.002059,0.0
1956,0.107353,0.107353,0.0
1957,0.039211,0.039211,0.0
1958,0.03725,0.037251,1e-06
1959,0.012039,0.012039,0.0
1960,0.000271,0.000271,0.0
1961,0.008197,0.008196,1e-06
1962,0.02048,0.02048,0.0
1963,0.036804,0.036804,0.0
1964,0.006021,0.006021,0.0
1965,0.20772,0.20772,0.0
1966,0.003765,0.003765,0.0
1967,0.058416,0.058416,0.0
1968,0.078982,0.078982,0.0
1969,0.03929,0.03929,0.0
1970,0.002197,0.002197,0.0
1971,0.043347,0.043347,0.0
1972,0.135383,0.135383,0.0
1973,0.004294,0.004294,0.0
1974,0.093798,0.093799,1e-06
1975,0.003798,0.003798,0.0
1976,0.022407,0.022407,0.0
1977,0.022549,0.022549,0.0
1978,0.006292,0.006292,0.0
1979,0.049559,0.049559,0.0
1980,1.067559,1.06756,1e-06
1981,0.007557,0.007556,1e-06
1982,0.514415,0.514415,0.0
1983,0.008067,0.008066,1e-06
1984,0.23428,0.23428,0.0
1985,0.020045,0.020045,0.0
1986,0.62431,0.624309,1e-06
1987,0.00669,0.00669,0.0
1988,0.354998,0.354998,0.0
1989,0.002335,0.002335,0.0
1990,0.438094,0.438094,0.0
1991,0.004045,0.004045,0.0
1992,0.000106,0.000106,0.0
1993,0.310427,0.310427,0.0
1994,0.006125,0.006125,0.0
1995,0.002432,0.002432,0.0
1996,0.255278,0.255279,1e-06
1997,0.7462,0.746199,1e-06
1998,0.4186,0.4186,0.0
1999,0.745265,0.745265,0.0
2000,0.007704,0.007704,0.0
2001,0.526555,0.526555,0.0
2002,0.050151,0.050151,0.0
2003,0.003177,0.003178,1e-06
2004,0.003019,0.003019,0.0
2005,0.156716,0.156715,1e-06
2006,0.000901,0.000901,0.0
2007,0.029173,0.029173,0.0
2008,0.314062,0.314061,1e-06
2009,0.002059,0.002059,0.0
2010,0.106258,0.106258,0.0
2011,0.039213,0.039213,0.0
2012,0.036795,0.036795,0.0
2013,0.011862,0.011862,0.0
2014,0.000271,0.000271,0.0
2015,0.008101,0.008101,0.0
2016,0.020258,0.020258,0.0
2017,0.036793,0.036792,1e-06
2018,0.005938,0.005938,0.0
2019,0.204915,0.204916,1e-06
2020,0.00336,0.00336,0.0
2021,0.057584,0.057584,0.0
2022,0.078148,0.078148,0.0
2023,0.039323,0.039323,0.0
2024,0.002183,0.002183,0.0
2025,0.042736,0.042736,0.0
2026,0.135474,0.135473,1e-06
2027,0.004188,0.004188,0.0
2028,0.089655,0.089655,0.0
2029,0.0037,0.0037,0.0
2030,0.022268,0.022268,0.0
2031,0.022486,0.022486,0.0
2032,0.006221,0.006221,0.0
2033,0.048843,0.048843,0.0
2034,1.056535,1.056536,1e-06
2035,0.007451,0.007451,0.0
2036,0.494164,0.494164,0.0
2037,0.008101,0.008101,0.0
2038,0.234929,0.234929,0.0
2039,0.019305,0.019305,0.0
2040,0.623048,0.623047,1e-06
2041,0.006592,0.006592,0.0
2042,0.34132,0.34132,0.0
2043,0.002272,0.002272,0.0
2044,0.443049,0.443049,0.0
2045,0.004026,0.004025,1e-06
2046,9.2e-05,9.2e-05,0.0
2047,0.328228,0.328228,0.0
2048,0.006175,0.006175,0.0
2049,0.002426,0.002426,0.0
2050,0.251844,0.251843,1e-06
2051,0.743108,0.743107,1e-06
2052,0.440324,0.440325,1e-06
2053,0.758094,0.758095,1e-06
2054,0.007452,0.007452,0.0
2055,0.537266,0.537266,0.0
2056,0.051016,0.051016,0.0
2057,0.003845,0.003844,1e-06
2058,0.003001,0.003001,0.0
2059,0.153784,0.153784,0.0
2060,0.000896,0.000896,0.0
2061,0.028396,0.028396,0.0
2062,0.31074,0.31074,0.0
2063,0.002058,0.002058,0.0
2064,0.104562,0.104562,0.0
2065,0.039119,0.039119,0.0
2066,0.037077,0.037077,0.0
2067,0.01157,0.01157,0.0
2068,0.000269,0.000269,0.0
2069,0.007986,0.007986,0.0
2070,0.020158,0.020158,0.0
2071,0.036715,0.036715,0.0
2072,0.005856,0.005857,1e-06
2073,0.202961,0.20296,1e-06
2074,0.00364,0.003639,1e-06
2075,0.057472,0.057472,0.0
2076,0.078512,0.078512,0.0
2077,0.039063,0.039063,0.0
2078,0.002178,0.002178,0.0
2079,0.041989,0.041988,1e-06
2080,0.133003,0.133002,1e-06
2081,0.00409,0.00409,0.0
2082,0.092306,0.092307,1e-06
2083,0.003603,0.003603,0.0
2084,0.022061,0.02206,1e-06
2085,0.02254,0.02254,0.0
2086,0.006127,0.006126,1e-06
2087,0.048837,0.048838,1e-06
2088,1.046992,1.046993,1e-06
2089,0.007359,0.007359,0.0
2090,0.50744,0.50744,0.0
2091,0.007857,0.007857,0.0
2092,0.234196,0.234195,1e-06
2093,0.019721,0.019721,0.0
2094,0.61667,0.61667,0.0
2095,0.006506,0.006506,0.0
2096,0.354602,0.354601,1e-06
2097,0.002282,0.002282,0.0
2098,0.408295,0.408295,0.0
2099,0.004035,0.004035,0.0
2100,0.000105,0.000104,1e-06
2101,0.308641,0.308641,0.0
2102,0.006231,0.006231,0.0
2103,0.002421,0.002421,0.0
2104,0.248633,0.248633,0.0
2105,0.744712,0.744711,1e-06
2106,0.415725,0.415726,1e-06
2107,0.731303,0.731303,0.0
2108,0.007509,0.007509,0.0
2109,0.506104,0.506104,0.0
2110,0.051207,0.051207,0.0
2111,0.003208,0.003208,0.0
2112,0.002968,0.002968,0.0
2113,0.155188,0.155188,0.0
2114,0.000894,0.000895,1e-06
2115,0.028263,0.028263,0.0
2116,0.306271,0.306271,0.0
2117,0.002059,0.002059,0.0
2118,0.103529,0.103529,0.0
2119,0.039113,0.039113,0.0
2120,0.036622,0.036622,0.0
2121,0.011398,0.011398,0.0
2122,0.000269,0.000269,0.0
2123,0.007899,0.007899,0.0
2124,0.019935,0.019936,1e-06
2125,0.036673,0.036674,1e-06
2126,0.00578,0.00578,0.0
2127,0.200373,0.200373,0.0
2128,0.003256,0.003256,0.0
2129,0.056643,0.056643,0.0
2130,0.077695,0.077695,0.0
2131,0.039102,0.039102,0.0
2132,0.002164,0.002164,0.0
2133,0.041437,0.041437,0.0
2134,0.13311,0.13311,0.0
2135,0.003995,0.003995,0.0
2136,0.088312,0.088312,0.0
2137,0.003513,0.003513,0.0
2138,0.021944,0.021944,0.0
2139,0.022476,0.022477,1e-06
2140,0.006062,0.006062,0.0
2141,0.048145,0.048145,0.0
2142,1.036829,1.036829,0.0
2143,0.007261,0.007261,0.0
2144,0.487725,0.487725,0.0
2145,0.007894,0.007894,0.0
2146,0.234616,0.234616,0.0
2147,0.018994,0.018994,0.0
2148,0.615397,0.615397,0.0
2149,0.006415,0.006415,0.0
2150,0.340904,0.340905,1e-06
2151,0.00222,0.00222,0.0
2152,0.414143,0.414143,0.0
2153,0.004015,0.004015,0.0
2154,9.1e-05,9.1e-05,0.0
2155,0.325378,0.325378,0.0
2156,0.006278,0.006278,0.0
2157,0.002414,0.002414,0.0
2158,0.24546,0.245461,1e-06
2159,0.741167,0.741166,1e-06
