step,ort_ref_loss,gvsoc_loss,abs_diff
855,0.002125,0.002125,0.0
856,1.40714,1.407141,1e-06
857,0.003812,0.003812,0.0
858,9.3e-05,9.3e-05,0.0
859,0.428778,0.428778,0.0
860,0.004891,0.00489,1e-06
861,0.002399,0.002399,0.0
862,0.392701,0.3927,1e-06
863,0.660641,0.66064,1e-06
864,0.400918,0.400919,1e-06
865,0.965433,0.965433,0.0
866,0.01119,0.01119,0.0
867,0.940215,0.940215,0.0
868,0.035124,0.035124,0.0
869,0.002919,0.002919,0.0
870,0.002718,0.002717,1e-06
871,0.203862,0.203862,0.0
872,0.000947,0.000947,0.0
873,0.029869,0.029869,0.0
874,0.503673,0.503673,0.0
875,0.002532,0.002533,1e-06
876,0.154964,0.154964,0.0
877,0.038136,0.038136,0.0
878,0.036945,0.036945,0.0
879,0.014793,0.014792,1e-06
880,0.000316,0.000316,0.0
881,0.012132,0.012132,0.0
882,0.022556,0.022555,1e-06
883,0.028752,0.028752,0.0
884,0.009018,0.009017,1e-06
885,0.295986,0.295985,1e-06
886,0.005777,0.005776,1e-06
887,0.058017,0.058017,0.0
888,0.091295,0.091295,0.0
889,0.044654,0.044653,1e-06
890,0.002315,0.002315,0.0
891,0.074495,0.074495,0.0
892,0.174712,0.174712,0.0
893,0.009808,0.009809,1e-06
894,0.112496,0.112496,0.0
895,0.007915,0.007915,0.0
896,0.033021,0.033021,0.0
897,0.022892,0.022892,0.0
898,0.009256,0.009256,0.0
899,0.058874,0.058874,0.0
900,1.438034,1.438034,0.0
901,0.011139,0.011139,0.0
902,0.591806,0.591805,1e-06
903,0.011868,0.011868,0.0
904,0.178229,0.178229,0.0
905,0.022534,0.022534,0.0
906,0.722595,0.722595,0.0
907,0.010069,0.010069,0.0
908,0.303595,0.303595,0.0
909,0.00225,0.00225,0.0
910,1.274917,1.274917,0.0
911,0.003861,0.003861,0.0
912,0.000122,0.000122,0.0
913,0.368626,0.368626,0.0
914,0.00492,0.00492,0.0
915,0.002414,0.002414,0.0
916,0.380814,0.380814,0.0
917,0.671372,0.671372,0.0
918,0.382306,0.382306,0.0
919,0.933804,0.933804,0.0
920,0.0112,0.0112,0.0
921,0.881307,0.881308,1e-06
922,0.03527,0.03527,0.0
923,0.002298,0.002297,1e-06
924,0.002799,0.002799,0.0
925,0.201272,0.201272,0.0
926,0.000949,0.000949,0.0
927,0.031341,0.031341,0.0
928,0.484255,0.484255,0.0
929,0.002448,0.002448,0.0
930,0.150831,0.150831,0.0
931,0.038407,0.038407,0.0
932,0.036803,0.036803,0.0
933,0.015192,0.015193,1e-06
934,0.000312,0.000312,0.0
935,0.011815,0.011815,0.0
936,0.022483,0.022483,0.0
937,0.029887,0.029887,0.0
938,0.008767,0.008767,0.0
939,0.288374,0.288374,0.0
940,0.004961,0.004961,0.0
941,0.058445,0.058445,0.0
942,0.088809,0.088809,0.0
943,0.044198,0.044199,1e-06
944,0.002312,0.002312,0.0
945,0.071318,0.071319,1e-06
946,0.174725,0.174725,0.0
947,0.009184,0.009184,0.0
948,0.106233,0.106233,0.0
949,0.007488,0.007488,0.0
950,0.031835,0.031835,0.0
951,0.022775,0.022775,0.0
952,0.009007,0.009007,0.0
953,0.057872,0.057872,0.0
954,1.410165,1.410165,0.0
955,0.01083,0.01083,0.0
956,0.5661,0.5661,0.0
957,0.011791,0.011791,0.0
958,0.186142,0.186141,1e-06
959,0.021676,0.021676,0.0
960,0.718349,0.718349,0.0
961,0.009779,0.009778,1e-06
962,0.298337,0.298337,0.0
963,0.002272,0.002272,0.0
964,1.220126,1.220126,0.0
965,0.003882,0.003881,1e-06
966,9.3e-05,9.3e-05,0.0
967,0.403061,0.403061,0.0
968,0.004977,0.004976,1e-06
969,0.002425,0.002425,0.0
970,0.369899,0.369899,0.0
971,0.675912,0.675912,0.0
972,0.410872,0.410872,0.0
973,0.942853,0.942853,0.0
974,0.010622,0.010622,0.0
975,0.881243,0.881243,0.0
976,0.036659,0.036659,0.0
977,0.003083,0.003082,1e-06
978,0.002881,0.002881,0.0
979,0.194666,0.194665,1e-06
980,0.000947,0.000947,0.0
981,0.031651,0.031651,0.0
982,0.469738,0.469738,0.0
983,0.002385,0.002385,0.0
984,0.146497,0.146497,0.0
985,0.038547,0.038547,0.0
986,0.037372,0.037373,1e-06
987,0.015177,0.015177,0.0
988,0.000307,0.000307,0.0
989,0.01149,0.011489,1e-06
990,0.022534,0.022533,1e-06
991,0.030873,0.030873,0.0
992,0.008533,0.008533,0.0
993,0.282036,0.282036,0.0
994,0.005482,0.005482,0.0
995,0.05976,0.05976,0.0
996,0.087832,0.087832,0.0
997,0.043487,0.043487,0.0
998,0.002317,0.002316,1e-06
999,0.068222,0.068222,0.0
1000,0.16859,0.16859,0.0
1001,0.008647,0.008647,0.0
1002,0.11047,0.11047,0.0
1003,0.007128,0.007128,0.0
1004,0.030687,0.030687,0.0
1005,0.022783,0.022783,0.0
1006,0.008776,0.008777,1e-06
1007,0.057816,0.057816,0.0
1008,1.382603,1.382604,1e-06
1009,0.010564,0.010564,0.0
1010,0.584561,0.584561,0.0
1011,0.011257,0.011257,0.0
1012,0.191905,0.191905,0.0
1013,0.022268,0.022268,0.0
1014,0.708354,0.708355,1e-06
1015,0.009521,0.009521,0.0
1016,0.317837,0.317837,0.0
1017,0.002377,0.002377,0.0
1018,1.105396,1.105397,1e-06
1019,0.003923,0.003923,0.0
1020,0.000121,0.000121,0.0
1021,0.352099,0.352099,0.0
1022,0.00502,0.00502,0.0
1023,0.002436,0.002436,0.0
1024,0.359709,0.359709,0.0
1025,0.686487,0.686486,1e-06
1026,0.391613,0.391613,0.0
1027,0.911164,0.911165,1e-06
1028,0.010641,0.010641,0.0
1029,0.82646,0.826461,1e-06
1030,0.036897,0.036897,0.0
1031,0.002441,0.00244,1e-06
1032,0.00294,0.00294,0.0
1033,0.192703,0.192703,0.0
1034,0.000947,0.000947,0.0
1035,0.032756,0.032756,0.0
1036,0.453262,0.453262,0.0
1037,0.002326,0.002326,0.0
1038,0.143306,0.143306,0.0
1039,0.038766,0.038766,0.0
1040,0.037139,0.037139,0.0
1041,0.015397,0.015397,0.0
1042,0.000304,0.000304,0.0
1043,0.011213,0.011213,0.0
1044,0.022424,0.022425,1e-06
1045,0.031799,0.031799,0.0
1046,0.008314,0.008314,0.0
1047,0.275224,0.275224,0.0
1048,0.004733,0.004733,0.0
1049,0.059925,0.059925,0.0
1050,0.085947,0.085947,0.0
1051,0.043178,0.043178,0.0
1052,0.002311,0.002311,0.0
1053,0.065727,0.065727,0.0
1054,0.168605,0.168605,0.0
1055,0.008153,0.008153,0.0
1056,0.104522,0.104522,0.0
1057,0.006782,0.006782,0.0
1058,0.029766,0.029766,0.0
1059,0.022681,0.022681,0.0
1060,0.008562,0.008562,0.0
1061,0.056822,0.056822,0.0
1062,1.35683,1.35683,0.0
1063,0.010292,0.010292,0.0
1064,0.559071,0.559071,0.0
1065,0.011202,0.011202,0.0
1066,0.198581,0.198581,0.0
1067,0.021441,0.021441,0.0
1068,0.705237,0.705236,1e-06
1069,0.009266,0.009265,1e-06
1070,0.310473,0.310473,0.0
1071,0.002375,0.002375,0.0
1072,1.06557,1.06557,0.0
1073,0.003936,0.003936,0.0
1074,9.4e-05,9.3e-05,1e-06
1075,0.384778,0.384778,0.0
1076,0.005083,0.005083,0.0
1077,0.002444,0.002444,0.0
1078,0.350319,0.35032,1e-06
1079,0.690656,0.690656,0.0
1080,0.420075,0.420075,0.0
1081,0.920684,0.920684,0.0
1082,0.010122,0.010122,0.0
1083,0.829051,0.829051,0.0
1084,0.038291,0.038291,0.0
1085,0.003227,0.003227,0.0
1086,0.003001,0.003001,0.0
1087,0.186746,0.186746,0.0
1088,0.000945,0.000945,0.0
1089,0.032731,0.032731,0.0
1090,0.441202,0.441201,1e-06
1091,0.002281,0.002281,0.0
1092,0.139664,0.139664,0.0
1093,0.038857,0.038857,0.0
1094,0.037642,0.037642,0.0
1095,0.015262,0.015262,0.0
1096,0.0003,0.000299,1e-06
1097,0.010925,0.010925,0.0
1098,0.022444,0.022444,0.0
1099,0.032583,0.032583,0.0
1100,0.008108,0.008108,0.0
1101,0.269649,0.269649,0.0
1102,0.005216,0.005216,0.0
1103,0.060976,0.060977,1e-06
1104,0.085497,0.085497,0.0
1105,0.042592,0.042592,0.0
1106,0.002313,0.002313,0.0
1107,0.063244,0.063243,1e-06
1108,0.163289,0.163289,0.0
1109,0.007726,0.007726,0.0
1110,0.108473,0.108473,0.0
1111,0.006487,0.006487,0.0
1112,0.02885,0.02885,0.0
1113,0.022704,0.022704,0.0
1114,0.008359,0.008359,0.0
1115,0.056749,0.056749,0.0
1116,1.33183,1.331831,1e-06
1117,0.010057,0.010057,0.0
1118,0.576695,0.576695,0.0
1119,0.01072,0.01072,0.0
1120,0.203123,0.203123,0.0
1121,0.022043,0.022043,0.0
1122,0.696041,0.696041,0.0
1123,0.00904,0.00904,0.0
1124,0.328958,0.328958,0.0
1125,0.002461,0.00246,1e-06
1126,0.966143,0.966143,0.0
1127,0.003971,0.003971,0.0
1128,0.00012,0.000119,1e-06
1129,0.34074,0.340739,1e-06
1130,0.005136,0.005136,0.0
1131,0.002452,0.002452,0.0
1132,0.341511,0.341511,0.0
1133,0.700606,0.700605,1e-06
1134,0.400047,0.400047,0.0
1135,0.889028,0.889028,0.0
1136,0.01015,0.010149,1e-06
1137,0.77782,0.777821,1e-06
1138,0.038587,0.038587,0.0
1139,0.00257,0.00257,0.0
1140,0.003041,0.00304,1e-06
1141,0.185389,0.185389,0.0
1142,0.000945,0.000945,0.0
1143,0.03352,0.03352,0.0
1144,0.427147,0.427147,0.0
1145,0.002239,0.002238,1e-06
1146,0.137089,0.137089,0.0
1147,0.039031,0.039031,0.0
1148,0.037342,0.037342,0.0
1149,0.015344,0.015345,1e-06
1150,0.000298,0.000298,0.0
1151,0.010685,0.010685,0.0
1152,0.022307,0.022307,0.0
1153,0.033318,0.033318,0.0
1154,0.007915,0.007915,0.0
1155,0.263508,0.263508,0.0
1156,0.004526,0.004525,1e-06
1157,0.06088,0.06088,0.0
1158,0.083995,0.083995,0.0
1159,0.042387,0.042387,0.0
1160,0.002305,0.002305,0.0
1161,0.061233,0.061233,0.0
1162,0.163282,0.163281,1e-06
1163,0.007329,0.007329,0.0
1164,0.10277,0.102771,1e-06
1165,0.006203,0.006203,0.0
1166,0.028129,0.02813,1e-06
1167,0.022615,0.022614,1e-06
1168,0.008172,0.008172,0.0
1169,0.055777,0.055777,0.0
1170,1.308138,1.308138,0.0
1171,0.009818,0.009818,0.0
1172,0.551628,0.551627,1e-06
1173,0.010683,0.010683,0.0
1174,0.208644,0.208643,1e-06
1175,0.021237,0.021237,0.0
1176,0.693725,0.693725,0.0
1177,0.008816,0.008815,1e-06
1178,0.319853,0.319853,0.0
1179,0.00244,0.002439,1e-06
1180,0.938117,0.938117,0.0
1181,0.003977,0.003977,0.0
1182,9.4e-05,9.4e-05,0.0
1183,0.371467,0.371467,0.0
1184,0.005202,0.005202,0.0
1185,0.002456,0.002456,0.0
1186,0.333361,0.333361,0.0
1187,0.704047,0.704047,0.0
1188,0.428178,0.428179,1e-06
1189,0.899058,0.899058,0.0
1190,0.009681,0.009681,0.0
1191,0.782513,0.782513,0.0
1192,0.039959,0.039959,0.0
1193,0.003354,0.003354,0.0
1194,0.003084,0.003085,1e-06
1195,0.180028,0.180028,0.0
1196,0.000942,0.000941,1e-06
1197,0.033233,0.033233,0.0
1198,0.417053,0.417053,0.0
1199,0.002208,0.002208,0.0
1200,0.133922,0.133922,0.0
1201,0.039081,0.039081,0.0
1202,0.037793,0.037793,0.0
1203,0.015126,0.015126,0.0
1204,0.000294,0.000294,0.0
1205,0.010431,0.010431,0.0
1206,0.022302,0.022302,0.0
1207,0.033922,0.033922,0.0
1208,0.007733,0.007733,0.0
1209,0.258589,0.258589,0.0
1210,0.004973,0.004973,0.0
1211,0.061676,0.061676,0.0
1212,0.083881,0.083881,0.0
1213,0.04189,0.04189,0.0
1214,0.002305,0.002305,0.0
1215,0.059189,0.059189,0.0
1216,0.158573,0.158573,0.0
1217,0.006983,0.006983,0.0
1218,0.106468,0.106468,0.0
1219,0.005957,0.005957,0.0
1220,0.02739,0.02739,0.0
1221,0.02265,0.02265,0.0
1222,0.00799,0.00799,0.0
1223,0.055702,0.055702,0.0
1224,1.285614,1.285614,0.0
1225,0.009611,0.009611,0.0
1226,0.568555,0.568554,1e-06
1227,0.010245,0.010245,0.0
1228,0.212092,0.212091,1e-06
1229,0.021837,0.021836,1e-06
1230,0.68513,0.68513,0.0
1231,0.008617,0.008617,0.0
1232,0.337396,0.337396,0.0
1233,0.002508,0.002508,0.0
1234,0.851754,0.851753,1e-06
1235,0.004006,0.004006,0.0
1236,0.000118,0.000118,0.0
1237,0.33277,0.33277,0.0
1238,0.005262,0.005261,1e-06
1239,0.002461,0.002461,0.0
1240,0.3257,0.3257,0.0
1241,0.713084,0.713083,1e-06
1242,0.407293,0.407294,1e-06
1243,0.867618,0.867619,1e-06
1244,0.009716,0.009716,0.0
1245,0.734395,0.734395,0.0
1246,0.040285,0.040285,0.0
1247,0.002687,0.002687,0.0
1248,0.003107,0.003107,0.0
1249,0.179221,0.179221,0.0
1250,0.000941,0.000941,0.0
1251,0.033767,0.033767,0.0
1252,0.404996,0.404995,1e-06
1253,0.002178,0.002177,1e-06
1254,0.131764,0.131764,0.0
1255,0.039216,0.039216,0.0
1256,0.037444,0.037444,0.0
1257,0.015109,0.015109,0.0
1258,0.000293,0.000293,0.0
1259,0.010221,0.010221,0.0
1260,0.022143,0.022142,1e-06
1261,0.034491,0.034491,0.0
1262,0.007564,0.007564,0.0
1263,0.253053,0.253052,1e-06
1264,0.004335,0.004335,0.0
1265,0.061357,0.061357,0.0
1266,0.082623,0.082623,0.0
1267,0.041757,0.041757,0.0
1268,0.002295,0.002295,0.0
1269,0.057536,0.057536,0.0
1270,0.158549,0.158548,1e-06
1271,0.00666,0.00666,0.0
1272,0.100987,0.100987,0.0
1273,0.00572,0.00572,0.0
1274,0.026821,0.026821,0.0
1275,0.02257,0.02257,0.0
1276,0.007826,0.007827,1e-06
1277,0.054762,0.054762,0.0
1278,1.263999,1.264,1e-06
1279,0.009399,0.009399,0.0
1280,0.544038,0.544037,1e-06
1281,0.010225,0.010225,0.0
1282,0.216581,0.216581,0.0
1283,0.021045,0.021045,0.0
1284,0.683331,0.683331,0.0
1285,0.008419,0.008419,0.0
1286,0.326921,0.326921,0.0
1287,0.002472,0.002472,0.0
1288,0.832809,0.832809,0.0
1289,0.004006,0.004006,0.0
1290,9.4e-05,9.4e-05,0.0
1291,0.361506,0.361506,0.0
1292,0.005329,0.005329,0.0
1293,0.002463,0.002463,0.0
1294,0.318572,0.318572,0.0
1295,0.715608,0.715607,1e-06
1296,0.434882,0.434882,0.0
1297,0.878185,0.878186,1e-06
1298,0.009291,0.009291,0.0
1299,0.74074,0.740741,1e-06
1300,0.041613,0.041613,0.0
1301,0.003463,0.003464,1e-06
1302,0.003136,0.003136,0.0
1303,0.174383,0.174383,0.0
1304,0.000937,0.000937,0.0
1305,0.033287,0.033288,1e-06
1306,0.396479,0.396479,0.0
1307,0.002156,0.002156,0.0
1308,0.128942,0.128942,0.0
1309,0.039232,0.039232,0.0
1310,0.037854,0.037854,0.0
1311,0.014836,0.014836,0.0
1312,0.00029,0.00029,0.0
1313,0.009995,0.009995,0.0
1314,0.022117,0.022118,1e-06
1315,0.03494,0.03494,0.0
1316,0.007403,0.007403,0.0
1317,0.248716,0.248716,0.0
1318,0.004753,0.004753,0.0
1319,0.061929,0.061929,0.0
1320,0.082718,0.082719,1e-06
1321,0.041323,0.041323,0.0
1322,0.002294,0.002294,0.0
1323,0.055819,0.055819,0.0
1324,0.154317,0.154317,0.0
1325,0.006377,0.006377,0.0
1326,0.10447,0.10447,0.0
1327,0.005511,0.005511,0.0
1328,0.026216,0.026217,1e-06
1329,0.022614,0.022614,0.0
1330,0.007663,0.007663,0.0
1331,0.054692,0.054692,0.0
1332,1.24383,1.24383,0.0
1333,0.009216,0.009216,0.0
1334,0.560365,0.560364,1e-06
1335,0.009826,0.009826,0.0
1336,0.219086,0.219086,0.0
1337,0.021632,0.021632,0.0
1338,0.675183,0.675183,0.0
1339,0.008244,0.008244,0.0
1340,0.343635,0.343636,1e-06
1341,0.002527,0.002528,1e-06
1342,0.757446,0.757446,0.0
1343,0.004031,0.004031,0.0
1344,0.000116,0.000116,0.0
1345,0.327025,0.327025,0.0
1346,0.005392,0.005392,0.0
1347,0.002466,0.002466,0.0
1348,0.311867,0.311866,1e-06
1349,0.723585,0.723584,1e-06
1350,0.413127,0.413127,0.0
1351,0.847131,0.847132,1e-06
1352,0.00933,0.00933,0.0
1353,0.695402,0.695403,1e-06
1354,0.041947,0.041947,0.0
1355,0.00279,0.00279,0.0
1356,0.003144,0.003144,0.0
1357,0.174056,0.174056,0.0
1358,0.000936,0.000937,1e-06
1359,0.033623,0.033623,0.0
1360,0.386071,0.386071,0.0
1361,0.002135,0.002135,0.0
1362,0.127078,0.127078,0.0
1363,0.039335,0.039335,0.0
1364,0.037469,0.037468,1e-06
1365,0.014751,0.014751,0.0
1366,0.000289,0.000289,0.0
1367,0.00981,0.00981,0.0
1368,0.02194,0.02194,0.0
1369,0.035368,0.035367,1e-06
1370,0.007253,0.007253,0.0
1371,0.24373,0.24373,0.0
1372,0.00416,0.00416,0.0
1373,0.061436,0.061436,0.0
1374,0.081614,0.081614,0.0
1375,0.041241,0.041241,0.0
1376,0.002283,0.002284,1e-06
1377,0.054436,0.054437,1e-06
1378,0.154291,0.15429,1e-06
1379,0.00611,0.00611,0.0
1380,0.099204,0.099204,0.0
1381,0.00531,0.005311,1e-06
1382,0.025762,0.025763,1e-06
1383,0.022541,0.022541,0.0
1384,0.00752,0.00752,0.0
1385,0.053787,0.053787,0.0
1386,1.224225,1.224225,0.0
1387,0.009027,0.009027,0.0
1388,0.536464,0.536463,1e-06
1389,0.009818,0.009818,0.0
1390,0.222686,0.222686,0.0
1391,0.020849,0.020849,0.0
1392,0.673689,0.673689,0.0
1393,0.008068,0.008068,0.0
1394,0.332121,0.332122,1e-06
1395,0.002481,0.002481,0.0
1396,0.745393,0.745393,0.0
1397,0.004026,0.004026,0.0
1398,9.5e-05,9.4e-05,1e-06
1399,0.353823,0.353823,0.0
1400,0.005459,0.005459,0.0
1401,0.002466,0.002466,0.0
1402,0.305585,0.305585,0.0
1403,0.725121,0.72512,1e-06
1404,0.44001,0.44001,0.0
1405,0.858219,0.85822,1e-06
1406,0.008943,0.008943,0.0
1407,0.703036,0.703037,1e-06
1408,0.043215,0.043215,0.0
1409,0.003557,0.003557,0.0
1410,0.003161,0.003161,0.0
1411,0.169664,0.169663,1e-06
1412,0.000932,0.000933,1e-06
1413,0.033008,0.033009,1e-06
1414,0.378821,0.37882,1e-06
1415,0.00212,0.00212,0.0
1416,0.124518,0.124519,1e-06
1417,0.039323,0.039323,0.0
1418,0.037847,0.037847,0.0
1419,0.014446,0.014446,0.0
1420,0.000286,0.000285,1e-06
1421,0.009608,0.009608,0.0
1422,0.021899,0.021899,0.0
1423,0.035687,0.035686,1e-06
1424,0.007109,0.007109,0.0
1425,0.239907,0.239907,0.0
1426,0.004551,0.004551,0.0
1427,0.061825,0.061826,1e-06
1428,0.081837,0.081837,0.0
1429,0.040854,0.040854,0.0
1430,0.002281,0.002281,0.0
1431,0.052967,0.052968,1e-06
1432,0.150448,0.150448,0.0
1433,0.005875,0.005875,0.0
1434,0.102506,0.102507,1e-06
1435,0.00513,0.00513,0.0
1436,0.025261,0.025261,0.0
1437,0.022591,0.022591,0.0
1438,0.007372,0.007372,0.0
1439,0.053727,0.053727,0.0
1440,1.20623,1.206231,1e-06
1441,0.008864,0.008863,1e-06
1442,0.552257,0.552257,0.0
1443,0.009452,0.009452,0.0
1444,0.224397,0.224397,0.0
1445,0.021416,0.021416,0.0
1446,0.665883,0.665883,0.0
1447,0.007912,0.007912,0.0
1448,0.348122,0.348122,0.0
1449,0.002524,0.002524,0.0
1450,0.679237,0.679237,0.0
1451,0.004047,0.004047,0.0
1452,0.000115,0.000114,1e-06
1453,0.322736,0.322737,1e-06
1454,0.005523,0.005523,0.0
1455,0.002467,0.002467,0.0
1456,0.299676,0.299675,1e-06
1457,0.731993,0.731993,0.0
1458,0.417444,0.417444,0.0
1459,0.827673,0.827674,1e-06
1460,0.008987,0.008987,0.0
1461,0.660224,0.660224,0.0
1462,0.043541,0.043541,0.0
1463,0.002882,0.002882,0.0
1464,0.003159,0.003159,0.0
1465,0.169745,0.169745,0.0
1466,0.000931,0.000931,0.0
1467,0.033195,0.033195,0.0
1468,0.369779,0.369779,0.0
1469,0.002106,0.002106,0.0
1470,0.12287,0.12287,0.0
1471,0.0394,0.0394,0.0
1472,0.037435,0.037435,0.0
1473,0.014317,0.014317,0.0
1474,0.000285,0.000285,0.0
1475,0.009446,0.009446,0.0
1476,0.021708,0.021708,0.0
1477,0.035997,0.035997,0.0
1478,0.006975,0.006975,0.0
1479,0.235416,0.235416,0.0
1480,0.004,0.004,0.0
1481,0.061204,0.061203,1e-06
1482,0.08083,0.08083,0.0
1483,0.040809,0.040809,0.0
1484,0.002269,0.002269,0.0
1485,0.051795,0.051795,0.0
1486,0.150431,0.150431,0.0
1487,0.005652,0.005651,1e-06
1488,0.09745,0.09745,0.0
1489,0.004957,0.004957,0.0
1490,0.024896,0.024897,1e-06
1491,0.022523,0.022523,0.0
1492,0.007246,0.007246,0.0
1493,0.052858,0.052858,0.0
1494,1.188503,1.188504,1e-06
1495,0.008695,0.008695,0.0
1496,0.528995,0.528995,0.0
1497,0.009455,0.009455,0.0
1498,0.227244,0.227243,1e-06
1499,0.020638,0.020638,0.0
1500,0.664551,0.664551,0.0
1501,0.007755,0.007755,0.0
1502,0.335843,0.335844,1e-06
1503,0.00247,0.00247,0.0
1504,0.672373,0.672373,0.0
1505,0.004038,0.004039,1e-06
1506,9.5e-05,9.4e-05,1e-06
1507,0.347701,0.347701,0.0
1508,0.005588,0.005588,0.0
1509,0.002465,0.002465,0.0
1510,0.294096,0.294096,0.0
1511,0.732553,0.732552,1e-06
1512,0.443516,0.443516,0.0
1513,0.839234,0.839235,1e-06
1514,0.008631,0.008631,0.0
1515,0.66885,0.66885,0.0
1516,0.044742,0.044742,0.0
1517,0.003637,0.003636,1e-06
1518,0.003166,0.003166,0.0
1519,0.165726,0.165725,1e-06
1520,0.000927,0.000927,0.0
1521,0.032492,0.032492,0.0
1522,0.363552,0.363551,1e-06
1523,0.002095,0.002095,0.0
1524,0.120521,0.120521,0.0
1525,0.039365,0.039365,0.0
1526,0.037787,0.037787,0.0
1527,0.013996,0.013996,0.0
1528,0.000282,0.000282,0.0
1529,0.009265,0.009264,1e-06
1530,0.021652,0.021652,0.0
1531,0.03621,0.036209,1e-06
1532,0.006846,0.006846,0.0
1533,0.23204,0.23204,0.0
1534,0.004367,0.004368,1e-06
1535,0.061448,0.061449,1e-06
1536,0.081128,0.081128,0.0
1537,0.040457,0.040457,0.0
1538,0.002266,0.002266,0.0
1539,0.050519,0.050519,0.0
1540,0.146914,0.146914,0.0
1541,0.005454,0.005454,0.0
1542,0.100603,0.100603,0.0
1543,0.004798,0.004798,0.0
1544,0.024476,0.024475,1e-06
1545,0.022577,0.022577,0.0
1546,0.007112,0.007112,0.0
1547,0.052808,0.052809,1e-06
1548,1.172462,1.172463,1e-06
1549,0.008548,0.008548,0.0
1550,0.544301,0.5443,1e-06
1551,0.009118,0.009118,0.0
1552,0.228301,0.228301,0.0
1553,0.021182,0.021183,1e-06
1554,0.657027,0.657026,1e-06
1555,0.007616,0.007616,0.0
1556,0.351231,0.351231,0.0
1557,0.002505,0.002505,0.0
1558,0.613917,0.613917,0.0
1559,0.004056,0.004056,0.0
1560,0.000113,0.000113,0.0
1561,0.3194,0.3194,0.0
1562,0.005652,0.005651,1e-06
1563,0.002464,0.002464,0.0
1564,0.288851,0.288851,0.0
1565,0.738343,0.738343,0.0
1566,0.420249,0.420249,0.0
1567,0.809271,0.809271,0.0
1568,0.008679,0.008679,0.0
1569,0.628357,0.628357,0.0
1570,0.045051,0.045051,0.0
1571,0.002962,0.002962,0.0
1572,0.003154,0.003154,0.0
1573,0.166148,0.166148,0.0
1574,0.000925,0.000925,0.0
1575,0.032569,0.032568,1e-06
1576,0.355643,0.355643,0.0
1577,0.002086,0.002086,0.0
1578,0.119036,0.119036,0.0
1579,0.039421,0.039421,0.0
1580,0.037357,0.037357,0.0
1581,0.013838,0.013838,0.0
1582,0.000282,0.000281,1e-06
1583,0.00912,0.00912,0.0
1584,0.021451,0.021451,0.0
1585,0.036424,0.036424,0.0
1586,0.006726,0.006726,0.0
1587,0.227986,0.227986,0.0
1588,0.003852,0.003852,0.0
1589,0.060737,0.060737,0.0
1590,0.080182,0.080182,0.0
1591,0.040438,0.040438,0.0
1592,0.002254,0.002254,0.0
1593,0.049512,0.049512,0.0
1594,0.146916,0.146915,1e-06
1595,0.005265,0.005265,0.0
1596,0.095749,0.095749,0.0
1597,0.004648,0.004648,0.0
1598,0.02418,0.024179,1e-06
1599,0.022512,0.022512,0.0
1600,0.007,0.007,0.0
1601,0.051974,0.051974,0.0
1602,1.15644,1.156441,1e-06
1603,0.008396,0.008397,1e-06
1604,0.521678,0.521678,0.0
1605,0.00913,0.00913,0.0
1606,0.23052,0.23052,0.0
1607,0.020409,0.020409,0.0
1608,0.655768,0.655767,1e-06
1609,0.007474,0.007474,0.0
1610,0.338405,0.338405,0.0
1611,0.002446,0.002446,0.0
1612,0.610944,0.610944,0.0
1613,0.004044,0.004045,1e-06
1614,9.4e-05,9.4e-05,0.0
1615,0.342661,0.34266,1e-06
1616,0.005714,0.005713,1e-06
1617,0.002461,0.002461,0.0
1618,0.283857,0.283857,0.0
1619,0.737987,0.737987,0.0
1620,0.445453,0.445454,1e-06
1621,0.821234,0.821235,1e-06
1622,0.00835,0.008349,1e-06
1623,0.637732,0.637732,0.0
1624,0.046181,0.046181,0.0
1625,0.003702,0.003702,0.0
1626,0.003153,0.003153,0.0
1627,0.162439,0.162439,0.0
1628,0.000921,0.000921,0.0
1629,0.031812,0.031812,0.0
1630,0.350246,0.350245,1e-06
1631,0.002079,0.002079,0.0
1632,0.116859,0.116859,0.0
1633,0.039368,0.039368,0.0
1634,0.037689,0.037689,0.0
1635,0.013513,0.013513,0.0
1636,0.000279,0.000279,0.0
1637,0.008956,0.008956,0.0
1638,0.021383,0.021383,0.0
1639,0.03655,0.03655,0.0
1640,0.006609,0.006609,0.0
1641,0.224993,0.224993,0.0
1642,0.004198,0.004198,0.0
1643,0.060869,0.060869,0.0
1644,0.080521,0.080521,0.0
1645,0.040113,0.040112,1e-06
1646,0.00225,0.00225,0.0
1647,0.048389,0.048389,0.0
1648,0.143674,0.143674,0.0
1649,0.005097,0.005097,0.0
1650,0.098774,0.098774,0.0
1651,0.004507,0.004507,0.0
1652,0.023822,0.023822,0.0
1653,0.022568,0.022568,0.0
1654,0.006877,0.006877,0.0
1655,0.051935,0.051935,0.0
1656,1.142118,1.142119,1e-06
1657,0.008264,0.008264,0.0
1658,0.536529,0.536529,0.0
1659,0.008816,0.008816,0.0
1660,0.231044,0.231044,0.0
1661,0.020927,0.020927,0.0
1662,0.648491,0.64849,1e-06
1663,0.00735,0.007349,1e-06
1664,0.353263,0.353263,0.0
1665,0.002473,0.002473,0.0
1666,0.55894,0.55894,0.0
1667,0.004059,0.004059,0.0
1668,0.000111,0.000112,1e-06
1669,0.316684,0.316684,0.0
1670,0.005777,0.005777,0.0
1671,0.002459,0.002459,0.0
1672,0.279165,0.279165,0.0
